4	93	0.468298	33.6493	134.595	288.351
4	42	6.84622	-35.9057	134.449	133.118
14	26	0.00974451	-32.0944	130.038	84.9305
17	40	0.979037	-96.2414	134.817	139.495
17	15	0.0414505	77.3952	133.455	28.6161
18	10	0.111215	-43.5726	130.06	40.0931
18	84	0.0672878	3.42915	130.145	272.308
18	83	0.156334	-3.87213	138.483	268.883
18	98	29.6625	-33.2777	134.352	322.173
18	106	35.9752	-37.7492	131.175	334.679
50	75	0.0321036	-18.2171	130.013	246.65
55	34	0.0581506	-29.9585	130.147	115.935
62	27	0.0903548	-21.1367	132.994	77.1566
67	100	0.0466807	7.71797	130.055	324.414
91	41	0.0958204	-74.4198	131.128	140.862
94	36	0.142933	18.6181	133.1	119.102
106	63	0.0330204	89.4926	130.138	189.571
129	12	0.0196616	11.2075	135.639	47.6168
134	26	0.0365221	-37.5542	130.479	99.3375
139	10	0.0817296	-25.8083	130.072	33.2568
155	19	0.0975121	-15.8236	136.232	61.1399
155	30	0.0310699	61.1166	130.005	96.5787
165	37	0.0262318	37.9393	130.028	112.029
173	19	0.246405	-23.3315	139.436	74.1041
173	18	0.0564705	-25.2638	138.364	72.9794
182	64	0.0598005	-78.4179	132.133	220.264
182	72	0.104641	-76.824	131.322	226.793
191	33	1.04658	-54.8916	137.702	107.364
191	25	0.117537	-57.7911	136.948	99.9104
205	17	0.0373364	-52.9239	130.265	61.5681
207	62	0.0598124	53.0379	130.013	194.424
225	61	0.189578	30.1052	130.929	186.894
226	17	1.68964	-73.8934	135.796	57.0492
238	54	0.0423659	61.4403	130.044	165.48
268	26	3.09015	-39.7633	131.941	93.8901
268	41	0.425482	-51.5286	138.111	145.169
268	40	0.164128	-80.3665	139.826	147.796
275	55	0.0524559	83.1995	130.089	165.892
280	22	0.721395	64.8267	133.866	59.2452
283	37	0.123543	44.944	131.518	120.017
283	4	6.24401	23.6188	133.269	8.49448
283	5	0.326564	26.8684	137.633	10.7622
289	32	0.0519311	-79.5334	130.2	111.081
307	47	0.22461	77.8885	131.386	131.763
313	2	0.0249965	-44.324	130.061	3.52684
320	31	0.0347938	76.7792	130.015	91.5902
345	122	0.0690325	-36.7685	130.729	399.881
346	3	0.0316686	-4.37906	130.058	7.20217
354	10	0.0253295	-31.1941	130.01	27.5649
370	37	0.054945	28.8776	134.099	116.428
374	3	0.0797119	-18.1885	130.041	10.0096
380	63	2.72804	97.6877	135.195	192.053
388	44	0.0768503	2.64692	130.397	143.677
389	41	0.0472084	-64.8766	130.26	133.279
402	34	0.0553541	-29.5392	130.865	110.365
402	35	0.121503	-22.8039	131.184	110.907
414	26	0.541998	-28.9925	137.906	94.6899
434	44	0.103523	15.4412	132.453	144.59
434	52	0.0937988	14.4245	137.68	150.078
440	62	0.130297	66.2883	130.195	183.782
450	15	0.186919	95.6732	131.782	37.7361
467	64	0.228392	-81.9137	132.056	212.828
475	22	0.109818	53.3742	130.067	59.4572
486	96	115.413	-80.0219	135.442	313.095
493	16	0.0712152	-95.792	130.493	72.8316
496	104	0.0660819	-91.7338	130.418	343.841
514	5	0.522953	43.552	134.753	8.12397
533	31	0.0284138	78.4932	130.108	87.8281
534	44	0.0463435	10.2631	130.08	127.891
544	18	0.0489455	-35.0135	130.092	67.5536
549	18	0.0617647	-27.8974	130.293	57.3775
555	37	8.10818	26.5446	131.632	106.712
561	17	0.133244	-67.7866	131.777	59.2577
565	10	0.217883	-28.805	139.693	34.487
566	50	54.177	-35.6738	136.434	167.049
570	3	0.072493	-18.5469	130.583	18.3155
601	5	0.148974	25.8146	139.519	2.12561
610	25	3.13557	-65.9718	137.99	94.2585
630	92	58.9719	23.4578	133.355	288.793
645	44	6.78879	5.81615	137.875	135.362
657	41	4.48671	-75	132.179	135.867
657	40	18.0597	-79.2058	140	142.003
657	66	0.0344743	-43.5418	133.583	201.197
657	58	0.01525	-49.9973	135.271	199.095
657	57	0.135769	-50.0355	135.301	199.038
657	25	0.249945	-59.867	134.225	76.9988
657	74	0.540573	-39.4103	132.32	235.365
662	89	20.314	-54.3159	131.412	298.314
662	97	45.594	-55.9167	133.259	304.194
681	27	0.0127596	-20.8282	136.137	83.0759
686	52	0.104079	4.87329	130.612	171.129
687	16	0.0233654	-85.8041	130.009	62.0781
688	2	0.050978	-36.826	130.176	9.7071
698	34	0.0539213	-42.101	130.097	123.647
703	22	7.37597	62.6278	135.618	57.0033
703	66	0.813913	-43.8657	132.807	214.424
706	42	0.0982838	-41.8492	130.465	125.573
738	48	0.137892	-82.7189	134.407	166.196
746	36	0.0417369	6.37955	130.154	103.09
750	29	0.0148589	43.1207	138.323	77.8709
759	54	0.0588602	68.0312	131.458	154.977
759	3	0.184162	-6.23189	135.003	24.3958
764	5	0.0315385	48.8785	130.123	9.94612
765	13	0.0434747	43.7768	130.47	42.8363
768	12	0.039364	13.3033	130.061	39.0849
770	42	0.00582653	-36.1667	130.068	143.244
774	18	0.0339554	-45.6734	130.254	67.6668
775	102	63.4343	64.6715	134.992	317.744
775	110	36.9863	67.2509	138.959	327.699
781	38	0.172501	69.642	131.14	111.123
786	71	0.16022	95.9977	130.184	202.664
787	14	0.0941488	54.2834	131.771	25.6332
793	19	0.343402	-13.0977	136.073	67.2457
809	115	1.36839	-3.24521	130.148	368.419
809	7	0.0827182	86.2076	130.072	17.5409
817	19	0.311674	-1.93597	135.645	56.0065
817	21	1.30622	44.2981	138.09	56.1396
817	30	1.43781	54.3417	133.253	88.7649
819	26	5.22705e-08	-38.0058	131.009	82.2214
821	45	1.47615	39.8043	133.377	132.68
847	22	0.00512969	65.1629	130.001	64.4168
861	18	0.201485	-25.9871	133.269	62.0482
861	22	0.024947	64.303	130.003	53.4868
864	39	0.0166669	98.6325	138.167	124.549
869	9	0.0326479	-58.325	130.04	43.0804
881	74	0.0751688	-35.4207	132.326	245.721
881	83	0.116653	-23.6741	136.875	255.388
898	47	0.0482714	99.1232	133.767	140.416
905	28	0.00303454	19.5736	136.042	89.7967
908	29	0.138425	40.3571	136.451	87.2844
914	86	37.3242	56.2607	134.2	270.645
914	94	27.656	58.0108	138.805	279.664
918	50	18.1213	-31.0359	138.042	175
918	58	4.73355	-31.4299	140	176.821
922	113	0.0119933	-52.5201	136.566	357.414
928	29	0.0455639	42.042	130.38	77.5095
929	79	0.0514489	92.1739	130.061	232.891
930	21	0.0402671	48.6028	130.591	69.662
932	78	0.0407535	51.4202	133.637	225.719
955	25	0.105623	-60.2696	135.512	89.3353
964	2	0.0650058	-31.3001	130.824	7.93598
970	82	0.0363108	-45.8885	130.206	268.361
981	67	1.93459	-16.6942	136.042	217.343
981	9	0.0691321	-72.3872	130.555	35.3352
986	5	12.7807	45.2929	132.345	25
986	13	52.4828	47.4598	136.663	41.6127
986	21	6.84126	48.9471	140	52.3997
991	44	0.0838267	12.3152	130.261	131.641
1002	14	0.123927	73.6037	130.384	41.1607
1011	75	36.4217	-12.3167	136.092	245.771
1011	83	3.65339	-12.5036	140	251.247
1011	56	0.0217058	-97.2634	131.217	178.725
1017	7	0.0246647	81.3197	130.079	16.3735
1021	84	0.133939	1.79217	130.116	264.125
1025	29	0.0459701	30.0301	130.137	84.7785
1038	20	0.1389	9.35861	133.554	69.3056
1039	34	0.183032	-31.4698	131.998	111.905
1039	36	0.0358206	19.1885	130.172	109.13
1039	28	0.130452	6.76563	131.782	91.225
1043	66	0.099375	-46.4739	130.203	202.56
1051	10	0.0304461	-29.5163	130.07	30.5473
1054	43	0.00445955	-3.83839	132.31	137.634
1072	119	10.904	95.716	131.315	374.326
1072	127	52.7485	96.0348	136.478	383.829
1087	90	0.0101965	-42.9084	137.759	297.303
1096	51	0.0789807	-8.56047	130.38	172.768
1104	115	48.0083	-13.6091	135	369.885
1104	123	21.0205	-13.7559	139.67	381.639
1109	21	0.0339724	43.1903	136.674	62.7216
1138	29	0.0633733	30.9758	131.103	96.974
1165	53	4.93164e-08	28.3753	135.478	162.883
1170	97	0.0166886	-65.2852	133.702	317.763
1196	18	12.1082	-26.7622	135.403	74.1119
1199	87	0.0605631	95.0017	138.943	256.599
1199	12	0.0774947	22.2384	130.571	49.4585
1208	9	0.0299604	-68.6588	130.228	42.043
1211	35	0.0308013	-15.181	130.432	104.183
1213	21	0.0368928	35.2575	130.328	72.4425
1232	9	0.0162694	-74.6466	130.387	28.8082
1233	49	0.00609579	-67.1122	137.758	174.893
1234	68	1.06023	18.2364	137.249	212.207
1263	44	0.676474	18.0281	136.452	140.825
1273	19	0.0337844	-14.8848	130.082	71.0407
1281	54	0.449549	70.8997	134.747	172.343
1281	62	0.835384	68.2415	130.716	177.548
1281	63	0.176376	75.2414	133.272	176.946
1306	94	61.2671	59.7873	135.452	292.929
1306	102	15.0655	63.9173	139.549	301.92
1315	12	0.112259	13.914	136.065	43.2914
1315	24	0.226874	-94.41	133.396	86.9425
1319	52	20.7444	0.908305	132.426	172.502
1319	60	23.8236	0.733146	134.965	176.897
1325	37	7.03475	47.598	136.575	102.292
1325	29	0.510999	45.7935	135.953	99.1514
1325	38	0.58218	52.6847	138.251	108.79
1344	88	1.06907	-93.04	135.634	297.835
1344	96	0.369649	-92.2784	133.728	302.521
1351	91	24.2203	-16.5544	133.972	295.83
1351	84	0.00542698	24.9223	136.162	265.93
1351	85	0.945288	36.2041	132.021	274.188
1351	93	0.0959512	44.5424	135.954	275.947
1354	48	0.0773702	-94.3171	130.305	170.457
1358	58	0.34566	-32.6112	134.418	189.647
1358	67	0.0115474	-20.22	130.884	222.394
1370	9	0.0351245	-62.0023	130.134	34.3198
1371	10	5.41763	-42.8926	130.897	42.7796
1371	17	0.30807	-73.9087	135.51	54.7036
1371	16	0.1231	-80.1003	138.49	52.0618
1372	8	0.0165891	-94.4015	130.004	41.5726
1374	38	1.514	69.7793	132.925	108.937
1378	84	0.0848879	22.5576	130.894	257.629
1381	50	2.23937	-40.3541	133.555	156.514
1384	11	4.20723	-17.687	130.033	44.9636
1384	12	55.0993	6.536	136.483	38.8845
1384	44	13.5772	20.2585	131.422	149.211
1384	52	59.3237	20.7462	134.441	156.547
1385	42	0.128862	-26.2347	130.93	134.237
1404	31	0.0485669	79.8929	130.14	86.4858
1446	14	0.139678	68.323	130.581	25.0921
1446	38	1.23588	55.2825	137.32	114.393
1461	11	1.69277e-05	-5.72592	134.612	44.9283
1461	52	0.056823	10.6078	130.148	154.468
1465	48	0.0870517	-95.8941	131.509	156.642
1482	23	0.0800933	78.1946	130.255	59.1644
1507	53	0.823116	43.059	130.218	175
1507	61	48.0849	44.6371	136.201	181.453
1507	19	4.65677	-21.1734	130.393	56.9008
1512	57	0.101212	-70.0327	130.521	190.919
1519	35	0.0718578	-23.9246	135.927	101.917
1522	123	40.6313	-24.1463	133.09	395.094
1522	69	0.0220407	33.6404	137.537	202.569
1525	62	0.109338	55.1443	130.991	180.584
1534	1	0.5028	-60.6664	135.274	10.6903
1555	6	0.0325923	65.2135	130.18	13.2848
1583	61	58.8935	40.913	135.962	187.744
1583	27	0.0381394	-24.6204	133.759	76.2859
1583	28	0.0068745	0.912369	135.956	93.258
1584	21	0.439731	37.5398	133.09	56.567
1594	30	0.0173706	65.9967	138.278	86.1427
1594	4	0.0719593	8.4931	130.267	14.1429
1603	43	0.206212	-15.1208	130.697	143.502
1613	96	0.0300565	-77.9853	130.021	315.076
1618	34	0.136144	-35.8826	139.117	108.513
1619	78	0.289163	60.0094	135.851	235.463
1627	7	0.0775402	96.6461	130.73	12.4428
1630	21	0.504557	32.8889	131.531	57.253
1633	7	6.63673	96.6218	136.497	3.13384
1633	29	0.00213951	48.584	138.198	84.9412
1655	9	0.0976048	-73.6551	131.369	28.1997
1666	37	0.0747273	37.7228	131.497	121.676
1671	28	0.0352058	19.1187	130.032	86.8539
1674	42	0.051742	-34.0919	130.198	145.481
1678	1	0.715484	-64.1356	139.219	22.8299
1680	9	0.0275579	-54.8842	130.126	33.6459
1686	53	0.10174	41.5087	135.691	163.563
1687	89	13.7134	-52.7316	131.928	299.181
1687	97	52.4244	-54.7484	136.928	308.654
1690	18	0.0235511	-36.2686	132.507	64.5223
1710	121	0.0820545	-56.7462	130.315	395.077
1741	2	0.0253601	-39.3187	130.128	11.3505
1749	13	0.0597603	25.5381	130.224	35.7079
1753	18	0.0291509	-47.8734	130.005	72.3369
1769	44	0.00620875	2.53885	134.104	142.401
1773	28	0.175581	19.3161	135.458	84.4368
1773	7	0.0405856	87.3102	130.113	8.99756
1774	111	0.223671	99.3447	130.068	336.751
1779	57	0.170877	-61.314	135.609	181.378
1785	124	35.3773	5.21494	136.792	397.301
1786	44	0.0302473	3.90412	130.362	125.453
1790	30	0.00959018	50.3152	133.306	93.0778
1807	12	0.0494141	22.3264	130.15	29.6551
1832	64	0.102282	-93.4769	131.668	210.704
1838	42	0.0398285	-35.0846	130.03	149.788
1848	2	0.111759	-29.9297	130.811	6.87291
1854	105	2.79416e-06	-62.9999	131.208	338.83
1858	94	0.0209836	71.443	132.5	295.42
